"","section","subsection","title","abstract","url","byline","item_type","updated_date","created_date","published_date","material_type_facet","kicker","multimedia.url","multimedia.format","multimedia.height","multimedia.width","multimedia.type","multimedia.subtype","multimedia.caption","multimedia.copyright","multimedia.url.1","multimedia.format.1","multimedia.height.1","multimedia.width.1","multimedia.type.1","multimedia.subtype.1","multimedia.caption.1","multimedia.copyright.1","multimedia.url.2","multimedia.format.2","multimedia.height.2","multimedia.width.2","multimedia.type.2","multimedia.subtype.2","multimedia.caption.2","multimedia.copyright.2","multimedia.url.3","multimedia.format.3","multimedia.height.3","multimedia.width.3","multimedia.type.3","multimedia.subtype.3","multimedia.caption.3","multimedia.copyright.3","multimedia.url.4","multimedia.format.4","multimedia.height.4","multimedia.width.4","multimedia.type.4","multimedia.subtype.4","multimedia.caption.4","multimedia.copyright.4","short_url","stringsAsFactor","des_facet","per_facet","des_facet1","des_facet2","des_facet3","des_facet4","org_facet1","org_facet2","per_facet1","per_facet2","geo_facet","geo_facet1","geo_facet2","org_facet","per_facet3","per_facet4","per_facet5","per_facet6","per_facet7","des_facet5","des_facet6","des_facet7","des_facet8","geo_facet3","geo_facet4","geo_facet5","org_facet3","des_facet9","des_facet10","des_facet11","des_facet12","org_facet4","org_facet5","org_facet6","org_facet7","per_facet8","per_facet9","per_facet10","per_facet11","geo_facet6"
"190","Business Day","","A Stock Market Panic Like 1987 Could Happen Again","On Oct. 19, 1987, the stock market fell more than 20 percent. It would be comforting to believe a crash couldn’t recur. But we are still at risk.","https://www.nytimes.com/2017/10/19/business/stock-market-crash-1987.html","By ROBERT J. SHILLER","Article","2017-10-19T13:15:59-04:00","2017-10-19T05:00:33-04:00","2017-10-19T05:00:33-04:00","","","https://static01.nyt.com/images/2017/10/22/business/22VIEW-DARKLEDE/22VIEW-DARKLEDE-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Frenzied traders on the floor of the New York Stock Exchange on Oct. 19, 1987.","Jim Wilson/The New York Times","https://static01.nyt.com/images/2017/10/22/business/22VIEW-DARKLEDE/22VIEW-DARKLEDE-thumbLarge.jpg","thumbLarge","150","150","image","photo","Frenzied traders on the floor of the New York Stock Exchange on Oct. 19, 1987.","Jim Wilson/The New York Times","https://static01.nyt.com/images/2017/10/22/business/22VIEW-DARKLEDE/22VIEW-DARKLEDE-articleInline.jpg","Normal","127","190","image","photo","Frenzied traders on the floor of the New York Stock Exchange on Oct. 19, 1987.","Jim Wilson/The New York Times","https://static01.nyt.com/images/2017/10/22/business/22VIEW-DARKLEDE/22VIEW-DARKLEDE-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Frenzied traders on the floor of the New York Stock Exchange on Oct. 19, 1987.","Jim Wilson/The New York Times","https://static01.nyt.com/images/2017/10/22/business/22VIEW-DARKLEDE/22VIEW-DARKLEDE-superJumbo.jpg","superJumbo","1365","2048","image","photo","Frenzied traders on the floor of the New York Stock Exchange on Oct. 19, 1987.","Jim Wilson/The New York Times","https://nyti.ms/2kZ5e2N",FALSE,NA,NA,"High-Frequency and Flash Trading","Stocks and Bonds","Rumors and Misinformation",NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles International Airport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Business Day","","Regulator Blasts Wells Fargo for Deceptive Auto Insurance Program","A federal regulator’s report added to pressure on Wells Fargo and suggested that the bank will have to set aside more money to pay back customers it harmed.","https://www.nytimes.com/2017/10/20/business/wells-fargo-auto-insurance-comptroller.html","By GRETCHEN MORGENSON","Article","2017-10-20T18:17:05-04:00","2017-10-20T09:00:23-04:00","2017-10-20T09:00:23-04:00","","","https://static01.nyt.com/images/2017/10/22/business/19WELLS2/19WELLS2-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Details about Wells Fargo’s improper auto insurance practices came to light in July, after The New York Times obtained an internal report prepared for the bank’s executives.","Ali Asaei","https://static01.nyt.com/images/2017/10/22/business/19WELLS2/19WELLS2-thumbLarge.jpg","thumbLarge","150","150","image","photo","Details about Wells Fargo’s improper auto insurance practices came to light in July, after The New York Times obtained an internal report prepared for the bank’s executives.","Ali Asaei","https://static01.nyt.com/images/2017/10/22/business/19WELLS2/19WELLS2-articleInline.jpg","Normal","130","190","image","photo","Details about Wells Fargo’s improper auto insurance practices came to light in July, after The New York Times obtained an internal report prepared for the bank’s executives.","Ali Asaei","https://static01.nyt.com/images/2017/10/22/business/19WELLS2/19WELLS2-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Details about Wells Fargo’s improper auto insurance practices came to light in July, after The New York Times obtained an internal report prepared for the bank’s executives.","Ali Asaei","https://static01.nyt.com/images/2017/10/22/business/19WELLS2/19WELLS2-superJumbo.jpg","superJumbo","1365","2048","image","photo","Details about Wells Fargo’s improper auto insurance practices came to light in July, after The New York Times obtained an internal report prepared for the bank’s executives.","Ali Asaei","https://nyti.ms/2l2UIaT",FALSE,NA,NA,"Regulation and Deregulation of Industry","Automobile Insurance and Liability","Frauds and Swindling",NA,"Wells Fargo & Company","Office of the Comptroller of the Currency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Your Money","Paying for College","The Long Story of the Movement Toward College Cost Clarity","New bipartisan bills are aimed at forcing colleges to clear up a murky, confusing system so that prospective students understand the options.","https://www.nytimes.com/2017/10/20/your-money/paying-for-college/college-costs-grassley-franken.html","By RON LIEBER","Article","2017-10-20T17:33:04-04:00","2017-10-20T05:00:20-04:00","2017-10-20T05:00:20-04:00","","","https://static01.nyt.com/images/2017/10/21/business/21MONEY-1/21MONEY-1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Hunter College, part of the City University of New York. &ldquo;Greater transparency is going to empower the consumer,&rdquo; said Senator Charles E. Grassley, who is co-sponsoring bills with Senator Al Franken to help students compare costs.","Drew Angerer/Getty Images","https://static01.nyt.com/images/2017/10/21/business/21MONEY-1/21MONEY-1-thumbLarge.jpg","thumbLarge","150","150","image","photo","Hunter College, part of the City University of New York. &ldquo;Greater transparency is going to empower the consumer,&rdquo; said Senator Charles E. Grassley, who is co-sponsoring bills with Senator Al Franken to help students compare costs.","Drew Angerer/Getty Images","https://static01.nyt.com/images/2017/10/21/business/21MONEY-1/21MONEY-1-articleInline.jpg","Normal","127","190","image","photo","Hunter College, part of the City University of New York. &ldquo;Greater transparency is going to empower the consumer,&rdquo; said Senator Charles E. Grassley, who is co-sponsoring bills with Senator Al Franken to help students compare costs.","Drew Angerer/Getty Images","https://static01.nyt.com/images/2017/10/21/business/21MONEY-1/21MONEY-1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Hunter College, part of the City University of New York. &ldquo;Greater transparency is going to empower the consumer,&rdquo; said Senator Charles E. Grassley, who is co-sponsoring bills with Senator Al Franken to help students compare costs.","Drew Angerer/Getty Images","https://static01.nyt.com/images/2017/10/21/business/21MONEY-1/21MONEY-1-superJumbo.jpg","superJumbo","1370","2048","image","photo","Hunter College, part of the City University of New York. &ldquo;Greater transparency is going to empower the consumer,&rdquo; said Senator Charles E. Grassley, who is co-sponsoring bills with Senator Al Franken to help students compare costs.","Drew Angerer/Getty Images","https://nyti.ms/2znkw3N",FALSE,NA,NA,"Financial Aid (Education)","Student Loans","Colleges and Universities",NA,NA,NA,"Franken, Al","Grassley, Charles E",NA,NA,NA,"College Abacus (Educational Credit Management Corp)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Your Money","","Advice for Homeowners After a Wildfire: Keep a Diary","“Document, document, document,” an insurance consultant said. Detailed notes can help the claim process go smoothly and, maybe, speed it up.","https://www.nytimes.com/2017/10/20/your-money/california-wildfire-homeowner-advice.html","By ANN CARRNS","Article","2017-10-21T00:07:32-04:00","2017-10-20T10:21:42-04:00","2017-10-20T10:21:42-04:00","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://nyti.ms/2zo4xlZ",FALSE,NA,NA,"Automobile Insurance and Liability","Wildfires","Hurricanes and Tropical Storms","Evacuations and Evacuees","Consumer Federation of America","Insurance Information Institute",NA,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Fire Protection Assn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Books","","Australia’s Amazon Book Battle","The online retailer is moving in. Booksellers are nervous. But disrupting Australians’ reading habits might not be so easy to do.","https://www.nytimes.com/2017/10/19/books/australias-amazon-book-battle.html","By DAMIEN CAVE","Article","2017-10-19T15:03:26-04:00","2017-10-19T14:30:18-04:00","2017-10-19T14:30:18-04:00","","","https://static01.nyt.com/images/2017/10/13/books/review/00ausamazon1/00ausamazon1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Mark Rubbo, the co-owner of Readings, serves a customer purchasing a book at the shop earlier this month.","Asanka Brendon Ratnayake for The New York Times","https://static01.nyt.com/images/2017/10/13/books/review/00ausamazon1/00ausamazon1-thumbLarge.jpg","thumbLarge","150","150","image","photo","Mark Rubbo, the co-owner of Readings, serves a customer purchasing a book at the shop earlier this month.","Asanka Brendon Ratnayake for The New York Times","https://static01.nyt.com/images/2017/10/13/books/review/00ausamazon1/00ausamazon1-articleInline.jpg","Normal","127","190","image","photo","Mark Rubbo, the co-owner of Readings, serves a customer purchasing a book at the shop earlier this month.","Asanka Brendon Ratnayake for The New York Times","https://static01.nyt.com/images/2017/10/13/books/review/00ausamazon1/00ausamazon1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Mark Rubbo, the co-owner of Readings, serves a customer purchasing a book at the shop earlier this month.","Asanka Brendon Ratnayake for The New York Times","https://static01.nyt.com/images/2017/10/13/books/review/00ausamazon1/00ausamazon1-superJumbo.jpg","superJumbo","1365","2048","image","photo","Mark Rubbo, the co-owner of Readings, serves a customer purchasing a book at the shop earlier this month.","Asanka Brendon Ratnayake for The New York Times","https://nyti.ms/2znyCC2",FALSE,NA,NA,"Books and Literature","Book Trade and Publishing",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,"Amazon.com Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Business Day","","Treasury Auctions Set for the Week of Oct. 23","The following tax-exempt fixed-income issues are scheduled for pricing this week.","https://www.nytimes.com/2017/10/22/business/treasury-auctions-set-for-the-week-of-oct-23.html","","Article","2017-10-22T21:16:06-04:00","2017-10-22T21:16:06-04:00","2017-10-22T21:16:06-04:00","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://nyti.ms/2zuBsVY",FALSE,NA,NA,"Municipal Bonds","Government Bonds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Business Day","","A Big Week for Earnings, and an Estimate for Economic Growth","European banks, tech companies and the big oil companies are all reporting their third-quarter results. And the economy is expected to have slowed.","https://www.nytimes.com/2017/10/22/business/a-big-week-for-earnings-and-an-estimate-for-economic-growth.html","By THE NEW YORK TIMES","Article","2017-10-22T20:57:06-04:00","2017-10-22T20:57:06-04:00","2017-10-22T20:57:06-04:00","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://nyti.ms/2zvlDOL",FALSE,NA,NA,"Company Reports","Automobiles","Oil (Petroleum) and Gasoline","Banking and Financial Institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","World","Middle East","Tillerson Warns Europe Against Iran Investments","With the U.S. considering reimposing sanctions on Tehran, companies do business with it “at great risk,” the secretary of state said.","https://www.nytimes.com/2017/10/22/world/middleeast/tillerson-iran-europe.html","By GARDINER HARRIS","Article","2017-10-22T21:03:59-04:00","2017-10-22T14:50:25-04:00","2017-10-22T14:50:25-04:00","","","https://static01.nyt.com/images/2017/10/23/world/23TILLERSON1/23TILLERSON1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Secretary of State Rex W. Tillerson on Sunday with the Saudi foreign minister, Adel al-Jubeir.","Pool photo by Alex Brandon","https://static01.nyt.com/images/2017/10/23/world/23TILLERSON1/23TILLERSON1-thumbLarge.jpg","thumbLarge","150","150","image","photo","Secretary of State Rex W. Tillerson on Sunday with the Saudi foreign minister, Adel al-Jubeir.","Pool photo by Alex Brandon","https://static01.nyt.com/images/2017/10/23/world/23TILLERSON1/23TILLERSON1-articleInline.jpg","Normal","127","190","image","photo","Secretary of State Rex W. Tillerson on Sunday with the Saudi foreign minister, Adel al-Jubeir.","Pool photo by Alex Brandon","https://static01.nyt.com/images/2017/10/23/world/23TILLERSON1/23TILLERSON1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Secretary of State Rex W. Tillerson on Sunday with the Saudi foreign minister, Adel al-Jubeir.","Pool photo by Alex Brandon","https://static01.nyt.com/images/2017/10/23/world/23TILLERSON1/23TILLERSON1-superJumbo.jpg","superJumbo","1367","2048","image","photo","Secretary of State Rex W. Tillerson on Sunday with the Saudi foreign minister, Adel al-Jubeir.","Pool photo by Alex Brandon",NA,FALSE,NA,NA,"Embargoes and Sanctions","Nuclear Weapons","United States International Relations",NA,NA,NA,"Tillerson, Rex W","Jubeir, Adel al-",NA,"Iran","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Movies","","‘Tyler Perry’s Boo 2’ Is No. 1 Amid a Plethora of Duds","Hollywood cleaned its cupboard over the weekend, releasing five new films with limited potential. But Tyler Perry secured his sixth No. 1 opening.","https://www.nytimes.com/2017/10/22/movies/tyler-perrys-boo-2-madea-halloween-box-office.html","By BROOKS BARNES","Article","2017-10-22T14:08:49-04:00","2017-10-22T14:08:49-04:00","2017-10-22T14:08:49-04:00","","","https://static01.nyt.com/images/2017/10/23/arts/23ARTS3/23box1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Tyler Perry as Madea, a wisecracking church lady, in “Boo 2! A Madea Halloween.”","Chip Bergman/Lionsgate","https://static01.nyt.com/images/2017/10/23/arts/23ARTS3/23box1-thumbLarge.jpg","thumbLarge","150","150","image","photo","Tyler Perry as Madea, a wisecracking church lady, in “Boo 2! A Madea Halloween.”","Chip Bergman/Lionsgate","https://static01.nyt.com/images/2017/10/23/arts/23ARTS3/23box1-articleInline.jpg","Normal","127","190","image","photo","Tyler Perry as Madea, a wisecracking church lady, in “Boo 2! A Madea Halloween.”","Chip Bergman/Lionsgate","https://static01.nyt.com/images/2017/10/23/arts/23ARTS3/23box1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Tyler Perry as Madea, a wisecracking church lady, in “Boo 2! A Madea Halloween.”","Chip Bergman/Lionsgate","https://static01.nyt.com/images/2017/10/23/arts/23ARTS3/23box1-superJumbo.jpg","superJumbo","1366","2048","image","photo","Tyler Perry as Madea, a wisecracking church lady, in “Boo 2! A Madea Halloween.”","Chip Bergman/Lionsgate","https://nyti.ms/2zsGa6R",FALSE,NA,"Perry, Tyler","Movies","Tyler Perry's Boo 2! A Madea Halloween (Movie)","Geostorm (Movie)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Climate","","E.P.A. Cancels Talk on Climate Change by Agency Scientists","Organizers of a Monday conference on the Narragansett Bay were told three E.P.A. scientists would not be allowed to present their work.","https://www.nytimes.com/2017/10/22/climate/epa-scientists.html","By LISA FRIEDMAN","Article","2017-10-22T17:22:39-04:00","2017-10-22T13:39:47-04:00","2017-10-22T13:39:47-04:00","","","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-thumbLarge.jpg","thumbLarge","150","150","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-articleInline.jpg","Normal","134","190","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://static01.nyt.com/images/2017/10/23/climate/23cli-epa/23cli-epa-superJumbo.jpg","superJumbo","1354","2048","image","photo","The Narragansett Bay Estuary Program is funded through the E.P.A.&rsquo;s approximately $26 million National Estuary Program.","Erik Jacobs for The New York Times","https://nyti.ms/2h0VSiO",FALSE,NA,"Pruitt, Scott","United States Politics and Government","Global Warming","Environment","Greenhouse Gas Emissions",NA,NA,NA,NA,"Rhode Island",NA,NA,"Environmental Protection Agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
